;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 15/05/2017 09:18:11
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_MathDouble.c,1213 :: 		
0x0676	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1214 :: 		
0x0678	0x2608      	ADDWF       R8, 1, 0
;__Lib_MathDouble.c,1215 :: 		
0x067A	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1216 :: 		
0x067C	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1217 :: 		
0x067E	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,1218 :: 		
0x0680	0x0205      	MULWF       R5, 0
;__Lib_MathDouble.c,1219 :: 		
0x0682	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,1220 :: 		
0x0684	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1221 :: 		
0x0686	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1222 :: 		
0x0688	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1223 :: 		
0x068A	0x2600      	ADDWF       R0, 1, 0
;__Lib_MathDouble.c,1224 :: 		
0x068C	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1225 :: 		
0x068E	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1227 :: 		
0x0690	0x500D      	MOVF        R13, 0, 0
;__Lib_MathDouble.c,1228 :: 		
0x0692	0x0206      	MULWF       R6, 0
;__Lib_MathDouble.c,1229 :: 		
0x0694	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1230 :: 		
0x0696	0x2608      	ADDWF       R8, 1, 0
;__Lib_MathDouble.c,1231 :: 		
0x0698	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1232 :: 		
0x069A	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1233 :: 		
0x069C	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,1234 :: 		
0x069E	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1235 :: 		
0x06A0	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1236 :: 		
0x06A2	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1238 :: 		
0x06A4	0x500B      	MOVF        R11, 0, 0
;__Lib_MathDouble.c,1239 :: 		
0x06A6	0x0206      	MULWF       R6, 0
;__Lib_MathDouble.c,1240 :: 		
0x06A8	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1241 :: 		
0x06AA	0x2600      	ADDWF       R0, 1, 0
;__Lib_MathDouble.c,1242 :: 		
0x06AC	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1243 :: 		
0x06AE	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1244 :: 		
0x06B0	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1245 :: 		
0x06B2	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1247 :: 		
0x06B4	0x500E      	MOVF        R14, 0, 0
;__Lib_MathDouble.c,1248 :: 		
0x06B6	0x0206      	MULWF       R6, 0
;__Lib_MathDouble.c,1249 :: 		
0x06B8	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1250 :: 		
0x06BA	0x2601      	ADDWF       R1, 1, 0
;__Lib_MathDouble.c,1251 :: 		
0x06BC	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1252 :: 		
0x06BE	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1254 :: 		
0x06C0	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,1255 :: 		
0x06C2	0xF003EF6B  	GOTO        MROUND32
;__Lib_MathDouble.c,1256 :: 		
0x06C6	0x3608      	RLCF        R8, 1, 0
;__Lib_MathDouble.c,1257 :: 		
0x06C8	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,1258 :: 		
0x06CA	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,1259 :: 		
0x06CC	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,1260 :: 		
0x06CE	0x0603      	DECF        R3, 1, 0
;__Lib_MathDouble.c,1261 :: 		
0x06D0	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,1262 :: 		
0x06D2	0xF003EF8B  	GOTO        MULJPSETFUN32
;__Lib_MathDouble.c,1264 :: 		
MROUND32:
;__Lib_MathDouble.c,1267 :: 		
0x06D6	0xF003EF7E  	GOTO        MUL32OK
;__Lib_MathDouble.c,1268 :: 		
0x06DA	0x80D8      	BSF         STATUS, 0, 0
;__Lib_MathDouble.c,1269 :: 		
0x06DC	0x0E80      	MOVLW       128
;__Lib_MathDouble.c,1270 :: 		
0x06DE	0x6408      	CPFSGT      R8, 0
;__Lib_MathDouble.c,1271 :: 		
0x06E0	0x3000      	RRCF        R0, 0, 0
;__Lib_MathDouble.c,1272 :: 		
0x06E2	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1273 :: 		
0x06E4	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1274 :: 		
0x06E6	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1275 :: 		
0x06E8	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1277 :: 		
0x06EA	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1278 :: 		
0x06EC	0xF003EF7E  	GOTO        MUL32OK
;__Lib_MathDouble.c,1279 :: 		
0x06F0	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,1280 :: 		
0x06F2	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,1281 :: 		
0x06F4	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,1282 :: 		
0x06F6	0x4A03      	INFSNZ      R3, 1, 0
;__Lib_MathDouble.c,1283 :: 		
0x06F8	0xF003EF87  	GOTO        MULJPSETFOV32
;__Lib_MathDouble.c,1285 :: 		
MUL32OK:
;__Lib_MathDouble.c,1286 :: 		
0x06FC	0xAE0A      	BTFSS       R10, 7, 0
;__Lib_MathDouble.c,1287 :: 		
0x06FE	0x9E02      	BCF         R2, 7, 0
;__Lib_MathDouble.c,1289 :: 		
0x0700	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1290 :: 		
0x0702	0xF003EF8D  	GOTO        MULEEE
;__Lib_MathDouble.c,1291 :: 		
MULJPRES032:
;__Lib_MathDouble.c,1292 :: 		
0x0706	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,1295 :: 		
0x0708	0xDD2E      	RCALL       _RES032
;__Lib_MathDouble.c,1297 :: 		
0x070A	0xF003EF8D  	GOTO        MULEEE
;__Lib_MathDouble.c,1298 :: 		
MULJPSETFOV32:
;__Lib_MathDouble.c,1299 :: 		
0x070E	0x0E02      	MOVLW       2
;__Lib_MathDouble.c,1302 :: 		
0x0710	0xDD6F      	RCALL       _SETFOV32
;__Lib_MathDouble.c,1304 :: 		
0x0712	0xF003EF8D  	GOTO        MULEEE
;__Lib_MathDouble.c,1305 :: 		
MULJPSETFUN32:
;__Lib_MathDouble.c,1306 :: 		
0x0716	0x0E04      	MOVLW       4
;__Lib_MathDouble.c,1309 :: 		
0x0718	0xDD19      	RCALL       _SETFUN32
;__Lib_MathDouble.c,1311 :: 		
MULEEE:
;__Lib_MathDouble.c,1318 :: 		
L_end_Mul_32x32_FP:
0x071A	0x0012      	RETURN      0
; end of _Mul_32x32_FP
_Compare_Double:
;__Lib_MathDouble.c,2518 :: 		
;__Lib_MathDouble.c,2529 :: 		
0x071C	0x6A0A      	CLRF        R10, 0
;__Lib_MathDouble.c,2530 :: 		
0x071E	0x5003      	MOVF        R3, 0, 0
;__Lib_MathDouble.c,2531 :: 		
0x0720	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,2532 :: 		
0x0722	0x800A      	BSF         R10, 0, 0
;__Lib_MathDouble.c,2533 :: 		
0x0724	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,2534 :: 		
0x0726	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,2535 :: 		
0x0728	0x820A      	BSF         R10, 1, 0
;__Lib_MathDouble.c,2537 :: 		
0x072A	0x500A      	MOVF        R10, 0, 0
;__Lib_MathDouble.c,2538 :: 		
0x072C	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2539 :: 		
0x072E	0xF003EFF1  	GOTO        COMPARE_EQU
;__Lib_MathDouble.c,2540 :: 		
0x0732	0x0A03      	XORLW       3
;__Lib_MathDouble.c,2541 :: 		
0x0734	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2542 :: 		
0x0736	0xF003EFAA  	GOTO        COMPARE_NOTZERO
;__Lib_MathDouble.c,2544 :: 		
0x073A	0xB00A      	BTFSC       R10, 0, 0
;__Lib_MathDouble.c,2545 :: 		
0x073C	0xF003EFA5  	GOTO        COMPARE_XNOTZERO
;__Lib_MathDouble.c,2547 :: 		
0x0740	0xAE06      	BTFSS       R6, 7, 0
;__Lib_MathDouble.c,2548 :: 		
0x0742	0xF003EFEF  	GOTO        COMPARE_LT
;__Lib_MathDouble.c,2549 :: 		
0x0746	0xF003EFED  	GOTO        COMPARE_GT
;__Lib_MathDouble.c,2550 :: 		
COMPARE_XNOTZERO:
;__Lib_MathDouble.c,2551 :: 		
0x074A	0xAE02      	BTFSS       R2, 7, 0
;__Lib_MathDouble.c,2552 :: 		
0x074C	0xF003EFED  	GOTO        COMPARE_GT
;__Lib_MathDouble.c,2553 :: 		
0x0750	0xF003EFEF  	GOTO        COMPARE_LT
;__Lib_MathDouble.c,2555 :: 		
COMPARE_NOTZERO:
;__Lib_MathDouble.c,2556 :: 		
0x0754	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,2557 :: 		
0x0756	0x0B80      	ANDLW       128
;__Lib_MathDouble.c,2558 :: 		
0x0758	0x6E0A      	MOVWF       R10, 0
;__Lib_MathDouble.c,2559 :: 		
0x075A	0x9E02      	BCF         R2, 7, 0
;__Lib_MathDouble.c,2561 :: 		
0x075C	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,2562 :: 		
0x075E	0x0B80      	ANDLW       128
;__Lib_MathDouble.c,2563 :: 		
0x0760	0x9E06      	BCF         R6, 7, 0
;__Lib_MathDouble.c,2565 :: 		
0x0762	0x180A      	XORWF       R10, 0, 0
;__Lib_MathDouble.c,2566 :: 		
0x0764	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2567 :: 		
0x0766	0xF003EFBB  	GOTO        COMPARE_TESTALL
;__Lib_MathDouble.c,2569 :: 		
0x076A	0x500A      	MOVF        R10, 0, 0
;__Lib_MathDouble.c,2570 :: 		
0x076C	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2571 :: 		
0x076E	0xF003EFED  	GOTO        COMPARE_GT
;__Lib_MathDouble.c,2572 :: 		
0x0772	0xF003EFEF  	GOTO        COMPARE_LT
;__Lib_MathDouble.c,2574 :: 		
COMPARE_TESTALL:
;__Lib_MathDouble.c,2575 :: 		
0x0776	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,2576 :: 		
0x0778	0x5C03      	SUBWF       R3, 0, 0
;__Lib_MathDouble.c,2577 :: 		
0x077A	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2578 :: 		
0x077C	0xF003EFC5  	GOTO        COMPARE_C1
;__Lib_MathDouble.c,2579 :: 		
0x0780	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,2580 :: 		
0x0782	0xF003EFE1  	GOTO        GT_FALSE
;__Lib_MathDouble.c,2581 :: 		
0x0786	0xF003EFE7  	GOTO        GT_TRUE
;__Lib_MathDouble.c,2582 :: 		
COMPARE_C1:
;__Lib_MathDouble.c,2583 :: 		
0x078A	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,2584 :: 		
0x078C	0x5C02      	SUBWF       R2, 0, 0
;__Lib_MathDouble.c,2585 :: 		
0x078E	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2586 :: 		
0x0790	0xF003EFCF  	GOTO        COMPARE_C2
;__Lib_MathDouble.c,2587 :: 		
0x0794	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,2588 :: 		
0x0796	0xF003EFE1  	GOTO        GT_FALSE
;__Lib_MathDouble.c,2589 :: 		
0x079A	0xF003EFE7  	GOTO        GT_TRUE
;__Lib_MathDouble.c,2590 :: 		
COMPARE_C2:
;__Lib_MathDouble.c,2591 :: 		
0x079E	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,2592 :: 		
0x07A0	0x5C01      	SUBWF       R1, 0, 0
;__Lib_MathDouble.c,2593 :: 		
0x07A2	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2594 :: 		
0x07A4	0xF003EFD9  	GOTO        COMPARE_C3
;__Lib_MathDouble.c,2595 :: 		
0x07A8	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,2596 :: 		
0x07AA	0xF003EFE1  	GOTO        GT_FALSE
;__Lib_MathDouble.c,2597 :: 		
0x07AE	0xF003EFE7  	GOTO        GT_TRUE
;__Lib_MathDouble.c,2598 :: 		
COMPARE_C3:
;__Lib_MathDouble.c,2599 :: 		
0x07B2	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,2600 :: 		
0x07B4	0x5C00      	SUBWF       R0, 0, 0
;__Lib_MathDouble.c,2601 :: 		
0x07B6	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2602 :: 		
0x07B8	0xF003EFF1  	GOTO        COMPARE_EQU
;__Lib_MathDouble.c,2603 :: 		
0x07BC	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,2604 :: 		
0x07BE	0xF003EFE7  	GOTO        GT_TRUE
;__Lib_MathDouble.c,2606 :: 		
GT_FALSE:
;__Lib_MathDouble.c,2607 :: 		
0x07C2	0x520A      	MOVF        R10, 1, 0
;__Lib_MathDouble.c,2608 :: 		
0x07C4	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2609 :: 		
0x07C6	0xF003EFEF  	GOTO        COMPARE_LT
;__Lib_MathDouble.c,2610 :: 		
0x07CA	0xF003EFED  	GOTO        COMPARE_GT
;__Lib_MathDouble.c,2611 :: 		
GT_TRUE:
;__Lib_MathDouble.c,2612 :: 		
0x07CE	0x520A      	MOVF        R10, 1, 0
;__Lib_MathDouble.c,2613 :: 		
0x07D0	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,2614 :: 		
0x07D2	0xF003EFED  	GOTO        COMPARE_GT
;__Lib_MathDouble.c,2615 :: 		
0x07D6	0xF003EFEF  	GOTO        COMPARE_LT
;__Lib_MathDouble.c,2617 :: 		
COMPARE_GT:
;__Lib_MathDouble.c,2620 :: 		
0x07DA	0x80D8      	BSF         STATUS, 0, 0
;__Lib_MathDouble.c,2621 :: 		
0x07DC	0x0012      	RETURN      0
;__Lib_MathDouble.c,2622 :: 		
COMPARE_LT:
;__Lib_MathDouble.c,2625 :: 		
0x07DE	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,2626 :: 		
0x07E0	0x0012      	RETURN      0
;__Lib_MathDouble.c,2627 :: 		
COMPARE_EQU:
;__Lib_MathDouble.c,2630 :: 		
0x07E2	0x80D8      	BSF         STATUS, 0, 0
;__Lib_MathDouble.c,2631 :: 		
0x07E4	0x84D8      	BSF         STATUS, 2, 0
;__Lib_MathDouble.c,2632 :: 		
0x07E6	0x0012      	RETURN      0
;__Lib_MathDouble.c,2634 :: 		
L_end_Compare_Double:
0x07E8	0x0012      	RETURN      0
; end of _Compare_Double
_Lcd_Chr_CP:
;__Lib_Lcd.c,50 :: 		
;__Lib_Lcd.c,52 :: 		
0x07EA	0x9063      	BCF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
;__Lib_Lcd.c,53 :: 		
0x07EC	0xF079C072  	MOVFF       FARG_Lcd_Chr_CP_out_char, FARG_Lcd_Cmd_out_char
0x07F0	0xDCC1      	RCALL       _Lcd_Cmd
;__Lib_Lcd.c,54 :: 		
0x07F2	0x8063      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
;__Lib_Lcd.c,55 :: 		
L_end_Lcd_Chr_CP:
0x07F4	0x0012      	RETURN      0
; end of _Lcd_Chr_CP
_Mul_16x16_U:
;__Lib_Math.c,440 :: 		
;__Lib_Math.c,447 :: 		
0x07F6	0x6A0B      	CLRF        R11, 0
;__Lib_Math.c,448 :: 		
0x07F8	0x6A0A      	CLRF        R10, 0
;__Lib_Math.c,449 :: 		
0x07FA	0x6A09      	CLRF        R9, 0
;__Lib_Math.c,450 :: 		
0x07FC	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,451 :: 		
0x07FE	0x0204      	MULWF       R4, 0
;__Lib_Math.c,453 :: 		
0x0800	0xF009CFF4  	MOVFF       PRODH, R9
;__Lib_Math.c,454 :: 		
0x0804	0xF008CFF3  	MOVFF       PRODL, R8
;__Lib_Math.c,455 :: 		
0x0808	0x5001      	MOVF        R1, 0, 0
;__Lib_Math.c,456 :: 		
0x080A	0x0205      	MULWF       R5, 0
;__Lib_Math.c,458 :: 		
0x080C	0xF00BCFF4  	MOVFF       PRODH, R11
;__Lib_Math.c,459 :: 		
0x0810	0xF00ACFF3  	MOVFF       PRODL, R10
;__Lib_Math.c,460 :: 		
0x0814	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,461 :: 		
0x0816	0x0205      	MULWF       R5, 0
;__Lib_Math.c,463 :: 		
0x0818	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_Math.c,464 :: 		
0x081A	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,465 :: 		
0x081C	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_Math.c,466 :: 		
0x081E	0x220A      	ADDWFC      R10, 1, 0
;__Lib_Math.c,467 :: 		
0x0820	0x6AE8      	CLRF        WREG, 0
;__Lib_Math.c,468 :: 		
0x0822	0x220B      	ADDWFC      R11, 1, 0
;__Lib_Math.c,469 :: 		
0x0824	0x5001      	MOVF        R1, 0, 0
;__Lib_Math.c,470 :: 		
0x0826	0x0204      	MULWF       R4, 0
;__Lib_Math.c,472 :: 		
0x0828	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_Math.c,473 :: 		
0x082A	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,474 :: 		
0x082C	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_Math.c,475 :: 		
0x082E	0x220A      	ADDWFC      R10, 1, 0
;__Lib_Math.c,476 :: 		
0x0830	0x6AE8      	CLRF        WREG, 0
;__Lib_Math.c,477 :: 		
0x0832	0x220B      	ADDWFC      R11, 1, 0
;__Lib_Math.c,479 :: 		
0x0834	0xF000C008  	MOVFF       R8, R0
;__Lib_Math.c,480 :: 		
0x0838	0xF001C009  	MOVFF       R9, R1
;__Lib_Math.c,481 :: 		
0x083C	0xF002C00A  	MOVFF       R10, R2
;__Lib_Math.c,482 :: 		
0x0840	0xF003C00B  	MOVFF       R11, R3
;__Lib_Math.c,485 :: 		
L_end_Mul_16x16_U:
0x0844	0x0012      	RETURN      0
; end of _Mul_16x16_U
_PWM1_Init:
;__Lib_PWM_c21.c,36 :: 		
;__Lib_PWM_c21.c,37 :: 		
;__Lib_PWM_c21.c,38 :: 		
0x0846	0x6ABE      	CLRF        CCPR1L 
;__Lib_PWM_c21.c,39 :: 		
0x0848	0x98BD      	BCF         CCP1CON, 4 
;__Lib_PWM_c21.c,40 :: 		
0x084A	0x9ABD      	BCF         CCP1CON, 5 
;__Lib_PWM_c21.c,41 :: 		
L_end_PWM1_Init:
0x084C	0x0012      	RETURN      0
; end of _PWM1_Init
_FloatToStr:
;__Lib_Conversions.c,472 :: 		
;__Lib_Conversions.c,474 :: 		
0x084E	0x6A70      	CLRF        FloatToStr_bpoint_L0 
0x0850	0x6A71      	CLRF        FloatToStr_dexpon_L0 
;__Lib_Conversions.c,479 :: 		
0x0852	0xF06CC064  	MOVFF       FARG_FloatToStr_fnum, FloatToStr_un_L0
0x0856	0xF06DC065  	MOVFF       FARG_FloatToStr_fnum+1, FloatToStr_un_L0+1
0x085A	0xF06EC066  	MOVFF       FARG_FloatToStr_fnum+2, FloatToStr_un_L0+2
0x085E	0xF06FC067  	MOVFF       FARG_FloatToStr_fnum+3, FloatToStr_un_L0+3
;__Lib_Conversions.c,480 :: 		
0x0862	0x506F      	MOVF        FloatToStr_un_L0+3, 0 
0x0864	0x0AFF      	XORLW       255
0x0866	0xE108      	BNZ         L__FloatToStr145
0x0868	0x506E      	MOVF        FloatToStr_un_L0+2, 0 
0x086A	0x0AFF      	XORLW       255
0x086C	0xE105      	BNZ         L__FloatToStr145
0x086E	0x506D      	MOVF        FloatToStr_un_L0+1, 0 
0x0870	0x0AFF      	XORLW       255
0x0872	0xE102      	BNZ         L__FloatToStr145
0x0874	0x506C      	MOVF        FloatToStr_un_L0, 0 
0x0876	0x0AFF      	XORLW       255
L__FloatToStr145:
0x0878	0xE10C      	BNZ         L_FloatToStr76
;__Lib_Conversions.c,481 :: 		
0x087A	0xF072C068  	MOVFF       FARG_FloatToStr_str, FARG_strcpy_to
0x087E	0xF073C069  	MOVFF       FARG_FloatToStr_str+1, FARG_strcpy_to+1
0x0882	0x0E45      	MOVLW       ?lstr1___Lib_Conversions
0x0884	0x6E74      	MOVWF       FARG_strcpy_from 
0x0886	0x0E00      	MOVLW       hi_addr(?lstr1___Lib_Conversions)
0x0888	0x6E75      	MOVWF       FARG_strcpy_from+1 
0x088A	0xDCF1      	RCALL       _strcpy
;__Lib_Conversions.c,482 :: 		
0x088C	0x0E03      	MOVLW       3
0x088E	0x6E00      	MOVWF       R0 
0x0890	0xD1E7      	BRA         L_end_FloatToStr
;__Lib_Conversions.c,483 :: 		
L_FloatToStr76:
;__Lib_Conversions.c,484 :: 		
0x0892	0x0E01      	MOVLW       1
0x0894	0x6E6A      	MOVWF       FloatToStr_i_L0 
;__Lib_Conversions.c,485 :: 		
0x0896	0xAE6E      	BTFSS       FloatToStr_un_L0+2, 7 
0x0898	0xD00E      	BRA         L_FloatToStr77
;__Lib_Conversions.c,486 :: 		
0x089A	0x0E80      	MOVLW       128
0x089C	0x186E      	XORWF       FloatToStr_un_L0+2, 0 
0x089E	0x6E00      	MOVWF       R0 
0x08A0	0xF06EC000  	MOVFF       R0, FloatToStr_un_L0+2
;__Lib_Conversions.c,487 :: 		
0x08A4	0x2A6A      	INCF        FloatToStr_i_L0, 1 
;__Lib_Conversions.c,488 :: 		
0x08A6	0xFFE1C068  	MOVFF       FARG_FloatToStr_str, FSR1L
0x08AA	0xFFE2C069  	MOVFF       FARG_FloatToStr_str+1, FSR1H
0x08AE	0x0E2D      	MOVLW       45
0x08B0	0x6EE6      	MOVWF       POSTINC1 
0x08B2	0x4A68      	INFSNZ      FARG_FloatToStr_str, 1 
0x08B4	0x2A69      	INCF        FARG_FloatToStr_str+1, 1 
;__Lib_Conversions.c,489 :: 		
L_FloatToStr77:
;__Lib_Conversions.c,490 :: 		
0x08B6	0x0E00      	MOVLW       0
0x08B8	0x6E00      	MOVWF       R0 
0x08BA	0x186F      	XORWF       FloatToStr_un_L0+3, 0 
0x08BC	0xE108      	BNZ         L__FloatToStr146
0x08BE	0x5000      	MOVF        R0, 0 
0x08C0	0x186E      	XORWF       FloatToStr_un_L0+2, 0 
0x08C2	0xE105      	BNZ         L__FloatToStr146
0x08C4	0x5000      	MOVF        R0, 0 
0x08C6	0x186D      	XORWF       FloatToStr_un_L0+1, 0 
0x08C8	0xE102      	BNZ         L__FloatToStr146
0x08CA	0x506C      	MOVF        FloatToStr_un_L0, 0 
0x08CC	0x0A00      	XORLW       0
L__FloatToStr146:
0x08CE	0xE10B      	BNZ         L_FloatToStr78
;__Lib_Conversions.c,491 :: 		
0x08D0	0xF072C068  	MOVFF       FARG_FloatToStr_str, FARG_strcpy_to
0x08D4	0xF073C069  	MOVFF       FARG_FloatToStr_str+1, FARG_strcpy_to+1
0x08D8	0x0E49      	MOVLW       ?lstr2___Lib_Conversions
0x08DA	0x6E74      	MOVWF       FARG_strcpy_from 
0x08DC	0x0E00      	MOVLW       hi_addr(?lstr2___Lib_Conversions)
0x08DE	0x6E75      	MOVWF       FARG_strcpy_from+1 
0x08E0	0xDCC6      	RCALL       _strcpy
;__Lib_Conversions.c,492 :: 		
0x08E2	0x6A00      	CLRF        R0 
0x08E4	0xD1BD      	BRA         L_end_FloatToStr
;__Lib_Conversions.c,493 :: 		
L_FloatToStr78:
;__Lib_Conversions.c,494 :: 		
0x08E6	0x506F      	MOVF        FloatToStr_un_L0+3, 0 
0x08E8	0x0AFF      	XORLW       255
0x08EA	0xE108      	BNZ         L__FloatToStr147
0x08EC	0x506E      	MOVF        FloatToStr_un_L0+2, 0 
0x08EE	0x0A00      	XORLW       0
0x08F0	0xE105      	BNZ         L__FloatToStr147
0x08F2	0x506D      	MOVF        FloatToStr_un_L0+1, 0 
0x08F4	0x0A00      	XORLW       0
0x08F6	0xE102      	BNZ         L__FloatToStr147
0x08F8	0x506C      	MOVF        FloatToStr_un_L0, 0 
0x08FA	0x0A00      	XORLW       0
L__FloatToStr147:
0x08FC	0xE10C      	BNZ         L_FloatToStr79
;__Lib_Conversions.c,495 :: 		
0x08FE	0xF072C068  	MOVFF       FARG_FloatToStr_str, FARG_strcpy_to
0x0902	0xF073C069  	MOVFF       FARG_FloatToStr_str+1, FARG_strcpy_to+1
0x0906	0x0E4B      	MOVLW       ?lstr3___Lib_Conversions
0x0908	0x6E74      	MOVWF       FARG_strcpy_from 
0x090A	0x0E00      	MOVLW       hi_addr(?lstr3___Lib_Conversions)
0x090C	0x6E75      	MOVWF       FARG_strcpy_from+1 
0x090E	0xDCAF      	RCALL       _strcpy
;__Lib_Conversions.c,496 :: 		
0x0910	0xF000C06A  	MOVFF       FloatToStr_i_L0, R0
0x0914	0xD1A5      	BRA         L_end_FloatToStr
;__Lib_Conversions.c,497 :: 		
L_FloatToStr79:
;__Lib_Conversions.c,505 :: 		
L_FloatToStr80:
0x0916	0x0E00      	MOVLW       0
0x0918	0x6E04      	MOVWF       R4 
0x091A	0x0E00      	MOVLW       0
0x091C	0x6E05      	MOVWF       R5 
0x091E	0x0E00      	MOVLW       0
0x0920	0x6E06      	MOVWF       R6 
0x0922	0x0E7F      	MOVLW       127
0x0924	0x6E07      	MOVWF       R7 
0x0926	0xF000C06C  	MOVFF       FloatToStr_un_L0, R0
0x092A	0xF001C06D  	MOVFF       FloatToStr_un_L0+1, R1
0x092E	0xF002C06E  	MOVFF       FloatToStr_un_L0+2, R2
0x0932	0xF003C06F  	MOVFF       FloatToStr_un_L0+3, R3
0x0936	0xDEF2      	RCALL       _Compare_Double
0x0938	0x0E01      	MOVLW       1
0x093A	0xB0D8      	BTFSC       STATUS, 0 
0x093C	0x0E00      	MOVLW       0
0x093E	0x6E00      	MOVWF       R0 
0x0940	0x5200      	MOVF        R0, 1 
0x0942	0xE01B      	BZ          L_FloatToStr81
;__Lib_Conversions.c,506 :: 		
0x0944	0xF000C06C  	MOVFF       FloatToStr_un_L0, R0
