;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 17/04/2017 09:56:42
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_Lcd.c,176 :: 		
0x0F6E	0xF000ECB3  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,177 :: 		
0x0F72	0x9284      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,179 :: 		
0x0F74	0xF000ECA8  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,181 :: 		
0x0F78	0x0100      	MOVLB       0
0x0F7A	0x81F8      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x0F7C	0x0012      	RETURN      0
; end of _Lcd_Init
___CC2DW:
;__Lib_System.c,21 :: 		
;__Lib_System.c,23 :: 		
_CC2DL_Loop1:
;__Lib_System.c,24 :: 		
0x0F7E	0x0009      	TBLRD*+
;__Lib_System.c,25 :: 		
0x0F80	0xFFE6CFF5  	MOVFF       TABLAT, POSTINC1
;__Lib_System.c,26 :: 		
0x0F84	0x0600      	DECF        R0, 1, 0
;__Lib_System.c,27 :: 		
0x0F86	0xE1FB      	BNZ         _CC2DL_Loop1
;__Lib_System.c,28 :: 		
0x0F88	0x0601      	DECF        R1, 1, 0
;__Lib_System.c,29 :: 		
0x0F8A	0xE1F9      	BNZ         _CC2DL_Loop1
;__Lib_System.c,31 :: 		
L_end___CC2DW:
0x0F8C	0x0012      	RETURN      0
; end of ___CC2DW
_alarm:
;alarme.c,167 :: 		void alarm()
;alarme.c,169 :: 		vSensor1 = (ADC_read(0)/1023.0) * 5;
0x0F8E	0x0101      	MOVLB       1
0x0F90	0x6BC1      	CLRF        FARG_ADC_Read_channel, 1
0x0F92	0xDF4D      	RCALL       _ADC_Read
0x0F94	0xDCDB      	RCALL       _Word2Double
0x0F96	0x0E00      	MOVLW       0
0x0F98	0x6E04      	MOVWF       R4 
0x0F9A	0x0EC0      	MOVLW       192
0x0F9C	0x6E05      	MOVWF       R5 
0x0F9E	0x0E7F      	MOVLW       127
0x0FA0	0x6E06      	MOVWF       R6 
0x0FA2	0x0E88      	MOVLW       136
0x0FA4	0x6E07      	MOVWF       R7 
0x0FA6	0xF002EC76  	CALL        _Div_32x32_FP, 0
0x0FAA	0x0E00      	MOVLW       0
0x0FAC	0x6E04      	MOVWF       R4 
0x0FAE	0x0E00      	MOVLW       0
0x0FB0	0x6E05      	MOVWF       R5 
0x0FB2	0x0E20      	MOVLW       32
0x0FB4	0x6E06      	MOVWF       R6 
0x0FB6	0x0E81      	MOVLW       129
0x0FB8	0x6E07      	MOVWF       R7 
0x0FBA	0xDDD1      	RCALL       _Mul_32x32_FP
0x0FBC	0xF0E2C000  	MOVFF       R0, _vSensor1
0x0FC0	0xF0E3C001  	MOVFF       R1, _vSensor1+1
0x0FC4	0xF0E4C002  	MOVFF       R2, _vSensor1+2
0x0FC8	0xF0E5C003  	MOVFF       R3, _vSensor1+3
;alarme.c,170 :: 		vSensor2 = (ADC_read(1)/1023.0) * 5;
0x0FCC	0x0E01      	MOVLW       1
0x0FCE	0x0101      	MOVLB       1
0x0FD0	0x6FC1      	MOVWF       FARG_ADC_Read_channel, 1
0x0FD2	0xDF2D      	RCALL       _ADC_Read
0x0FD4	0xDCBB      	RCALL       _Word2Double
0x0FD6	0x0E00      	MOVLW       0
0x0FD8	0x6E04      	MOVWF       R4 
0x0FDA	0x0EC0      	MOVLW       192
0x0FDC	0x6E05      	MOVWF       R5 
0x0FDE	0x0E7F      	MOVLW       127
0x0FE0	0x6E06      	MOVWF       R6 
0x0FE2	0x0E88      	MOVLW       136
0x0FE4	0x6E07      	MOVWF       R7 
0x0FE6	0xF002EC76  	CALL        _Div_32x32_FP, 0
0x0FEA	0x0E00      	MOVLW       0
0x0FEC	0x6E04      	MOVWF       R4 
0x0FEE	0x0E00      	MOVLW       0
0x0FF0	0x6E05      	MOVWF       R5 
0x0FF2	0x0E20      	MOVLW       32
0x0FF4	0x6E06      	MOVWF       R6 
0x0FF6	0x0E81      	MOVLW       129
0x0FF8	0x6E07      	MOVWF       R7 
0x0FFA	0xDDB1      	RCALL       _Mul_32x32_FP
0x0FFC	0xF0E6C000  	MOVFF       R0, _vSensor2
0x1000	0xF0E7C001  	MOVFF       R1, _vSensor2+1
0x1004	0xF0E8C002  	MOVFF       R2, _vSensor2+2
0x1008	0xF0E9C003  	MOVFF       R3, _vSensor2+3
;alarme.c,171 :: 		if(isOn)
0x100C	0x0100      	MOVLB       0
0x100E	0x53EE      	MOVF        _isOn, 1, 1
0x1010	0xB4D8      	BTFSC       STATUS, 2 
0x1012	0xD197      	BRA         L_alarm4
;alarme.c,173 :: 		char activated = 0;
;alarme.c,174 :: 		int sensorCount = 0;
0x1014	0x0101      	MOVLB       1
0x1016	0x6BBF      	CLRF        alarm_sensorCount_L1, 1
0x1018	0x6BC0      	CLRF        alarm_sensorCount_L1+1, 1
;alarme.c,177 :: 		PORTC.RC0 = PORTA.RA5;
0x101A	0xBA80      	BTFSC       PORTA, 5 
0x101C	0xD002      	BRA         L__alarm83
0x101E	0x9082      	BCF         PORTC, 0 
0x1020	0xD001      	BRA         L__alarm84
L__alarm83:
0x1022	0x8082      	BSF         PORTC, 0 
L__alarm84:
;alarme.c,178 :: 		PORTC.RC1 = PORTC.RC5;
0x1024	0xBA82      	BTFSC       PORTC, 5 
0x1026	0xD002      	BRA         L__alarm85
0x1028	0x9282      	BCF         PORTC, 1 
0x102A	0xD001      	BRA         L__alarm86
L__alarm85:
0x102C	0x8282      	BSF         PORTC, 1 
L__alarm86:
;alarme.c,179 :: 		PORTC.RC2 = PORTC.RC6;
0x102E	0xBC82      	BTFSC       PORTC, 6 
0x1030	0xD002      	BRA         L__alarm87
0x1032	0x9482      	BCF         PORTC, 2 
0x1034	0xD001      	BRA         L__alarm88
L__alarm87:
0x1036	0x8482      	BSF         PORTC, 2 
L__alarm88:
;alarme.c,180 :: 		PORTC.RC3 = PORTC.RC7;
0x1038	0xBE82      	BTFSC       PORTC, 7 
0x103A	0xD002      	BRA         L__alarm89
0x103C	0x9682      	BCF         PORTC, 3 
0x103E	0xD001      	BRA         L__alarm90
L__alarm89:
0x1040	0x8682      	BSF         PORTC, 3 
L__alarm90:
0x1042	0x0101      	MOVLB       1
;alarme.c,182 :: 		sensorCount += PORTA.RA5;
0x1044	0x6A00      	CLRF        R0 
0x1046	0xBA80      	BTFSC       PORTA, 5 
0x1048	0x2A00      	INCF        R0, 1 
0x104A	0x5000      	MOVF        R0, 0 
0x104C	0x27BF      	ADDWF       alarm_sensorCount_L1, 1, 1
0x104E	0x0E00      	MOVLW       0
0x1050	0x23C0      	ADDWFC      alarm_sensorCount_L1+1, 1, 1
;alarme.c,183 :: 		sensorCount += PORTC.RC5;
0x1052	0x6A00      	CLRF        R0 
0x1054	0xBA82      	BTFSC       PORTC, 5 
0x1056	0x2A00      	INCF        R0, 1 
0x1058	0x5000      	MOVF        R0, 0 
0x105A	0x27BF      	ADDWF       alarm_sensorCount_L1, 1, 1
0x105C	0x0E00      	MOVLW       0
0x105E	0x23C0      	ADDWFC      alarm_sensorCount_L1+1, 1, 1
;alarme.c,184 :: 		sensorCount += PORTC.RC6;
0x1060	0x6A00      	CLRF        R0 
0x1062	0xBC82      	BTFSC       PORTC, 6 
0x1064	0x2A00      	INCF        R0, 1 
0x1066	0x5000      	MOVF        R0, 0 
0x1068	0x27BF      	ADDWF       alarm_sensorCount_L1, 1, 1
0x106A	0x0E00      	MOVLW       0
0x106C	0x23C0      	ADDWFC      alarm_sensorCount_L1+1, 1, 1
;alarme.c,185 :: 		sensorCount += PORTC.RC7;
0x106E	0x6A00      	CLRF        R0 
0x1070	0xBE82      	BTFSC       PORTC, 7 
0x1072	0x2A00      	INCF        R0, 1 
0x1074	0x5000      	MOVF        R0, 0 
0x1076	0x27BF      	ADDWF       alarm_sensorCount_L1, 1, 1
0x1078	0x0E00      	MOVLW       0
0x107A	0x23C0      	ADDWFC      alarm_sensorCount_L1+1, 1, 1
;alarme.c,186 :: 		sensorCount += vSensor1 >= 4 ? 1 : 0;
0x107C	0x0E00      	MOVLW       0
0x107E	0x6E04      	MOVWF       R4 
0x1080	0x0E00      	MOVLW       0
0x1082	0x6E05      	MOVWF       R5 
0x1084	0x0E00      	MOVLW       0
0x1086	0x6E06      	MOVWF       R6 
0x1088	0x0E81      	MOVLW       129
0x108A	0x6E07      	MOVWF       R7 
0x108C	0xF000C0E2  	MOVFF       _vSensor1, R0
0x1090	0xF001C0E3  	MOVFF       _vSensor1+1, R1
0x1094	0xF002C0E4  	MOVFF       _vSensor1+2, R2
0x1098	0xF003C0E5  	MOVFF       _vSensor1+3, R3
0x109C	0xDE61      	RCALL       _Compare_Double
0x109E	0x0E00      	MOVLW       0
0x10A0	0xB0D8      	BTFSC       STATUS, 0 
0x10A2	0x0E01      	MOVLW       1
0x10A4	0x6E00      	MOVWF       R0 
0x10A6	0x5200      	MOVF        R0, 1 
0x10A8	0xE003      	BZ          L_alarm5
0x10AA	0x0E01      	MOVLW       1
0x10AC	0x6E00      	MOVWF       R0 
0x10AE	0xD001      	BRA         L_alarm6
L_alarm5:
0x10B0	0x6A00      	CLRF        R0 
L_alarm6:
0x10B2	0x5000      	MOVF        R0, 0 
0x10B4	0x27BF      	ADDWF       alarm_sensorCount_L1, 1, 1
0x10B6	0x0E00      	MOVLW       0
0x10B8	0xBE00      	BTFSC       R0, 7 
0x10BA	0x0EFF      	MOVLW       255
0x10BC	0x23C0      	ADDWFC      alarm_sensorCount_L1+1, 1, 1
;alarme.c,187 :: 		sensorCount += vSensor2 > 3 ? 1 : 0;
0x10BE	0xF004C0E6  	MOVFF       _vSensor2, R4
0x10C2	0xF005C0E7  	MOVFF       _vSensor2+1, R5
0x10C6	0xF006C0E8  	MOVFF       _vSensor2+2, R6
0x10CA	0xF007C0E9  	MOVFF       _vSensor2+3, R7
0x10CE	0x0E00      	MOVLW       0
0x10D0	0x6E00      	MOVWF       R0 
0x10D2	0x0E00      	MOVLW       0
0x10D4	0x6E01      	MOVWF       R1 
0x10D6	0x0E40      	MOVLW       64
0x10D8	0x6E02      	MOVWF       R2 
0x10DA	0x0E80      	MOVLW       128
0x10DC	0x6E03      	MOVWF       R3 
0x10DE	0xDE40      	RCALL       _Compare_Double
0x10E0	0x0E01      	MOVLW       1
0x10E2	0xB0D8      	BTFSC       STATUS, 0 
0x10E4	0x0E00      	MOVLW       0
0x10E6	0x6E00      	MOVWF       R0 
0x10E8	0x5200      	MOVF        R0, 1 
0x10EA	0xE003      	BZ          L_alarm7
0x10EC	0x0E01      	MOVLW       1
0x10EE	0x6E00      	MOVWF       R0 
0x10F0	0xD001      	BRA         L_alarm8
L_alarm7:
0x10F2	0x6A00      	CLRF        R0 
L_alarm8:
0x10F4	0x5000      	MOVF        R0, 0 
0x10F6	0x25BF      	ADDWF       alarm_sensorCount_L1, 0, 1
0x10F8	0x6E01      	MOVWF       R1 
0x10FA	0x0E00      	MOVLW       0
0x10FC	0xBE00      	BTFSC       R0, 7 
0x10FE	0x0EFF      	MOVLW       255
0x1100	0x21C0      	ADDWFC      alarm_sensorCount_L1+1, 0, 1
0x1102	0x6E02      	MOVWF       R2 
0x1104	0xF1BFC001  	MOVFF       R1, alarm_sensorCount_L1
0x1108	0xF1C0C002  	MOVFF       R2, alarm_sensorCount_L1+1
;alarme.c,189 :: 		activated = sensorCount >= 2 ? 1 : 0;
0x110C	0x0E80      	MOVLW       128
0x110E	0x1802      	XORWF       R2, 0 
0x1110	0x6E00      	MOVWF       R0 
0x1112	0x0E80      	MOVLW       128
0x1114	0x5C00      	SUBWF       R0, 0 
0x1116	0xE102      	BNZ         L__alarm91
0x1118	0x0E02      	MOVLW       2
0x111A	0x5C01      	SUBWF       R1, 0 
L__alarm91:
0x111C	0xE303      	BNC         L_alarm9
0x111E	0x0E01      	MOVLW       1
0x1120	0x6E00      	MOVWF       R0 
0x1122	0xD001      	BRA         L_alarm10
L_alarm9:
0x1124	0x6A00      	CLRF        R0 
L_alarm10:
;alarme.c,191 :: 		if(activated)
0x1126	0x5200      	MOVF        R0, 1 
0x1128	0xE04E      	BZ          L_alarm11
;alarme.c,195 :: 		IntToStr(sensorCount, number);
0x112A	0xF1C1C1BF  	MOVFF       alarm_sensorCount_L1, FARG_IntToStr_input
0x112E	0xF1C2C1C0  	MOVFF       alarm_sensorCount_L1+1, FARG_IntToStr_input+1
0x1132	0x0EF9      	MOVLW       alarm_number_L2
0x1134	0x6FC3      	MOVWF       FARG_IntToStr_output, 1
0x1136	0x0E00      	MOVLW       hi_addr(alarm_number_L2)
0x1138	0x6FC4      	MOVWF       FARG_IntToStr_output+1, 1
0x113A	0xDDA4      	RCALL       _IntToStr
;alarme.c,197 :: 		strcat(str, msg1);
0x113C	0x0EFD      	MOVLW       alarm_str_L2
0x113E	0x6FC1      	MOVWF       FARG_strcat_to, 1
0x1140	0x0E00      	MOVLW       hi_addr(alarm_str_L2)
0x1142	0x6FC2      	MOVWF       FARG_strcat_to+1, 1
0x1144	0x0E71      	MOVLW       _msg1
0x1146	0x6FC3      	MOVWF       FARG_strcat_from, 1
0x1148	0x0E00      	MOVLW       hi_addr(_msg1)
0x114A	0x6FC4      	MOVWF       FARG_strcat_from+1, 1
0x114C	0xF002EC1F  	CALL        _strcat, 0
;alarme.c,198 :: 		strcat(str, number);
0x1150	0x0EFD      	MOVLW       alarm_str_L2
0x1152	0x6FC1      	MOVWF       FARG_strcat_to, 1
0x1154	0x0E00      	MOVLW       hi_addr(alarm_str_L2)
0x1156	0x6FC2      	MOVWF       FARG_strcat_to+1, 1
0x1158	0x0EF9      	MOVLW       alarm_number_L2
0x115A	0x6FC3      	MOVWF       FARG_strcat_from, 1
0x115C	0x0E00      	MOVLW       hi_addr(alarm_number_L2)
0x115E	0x6FC4      	MOVWF       FARG_strcat_from+1, 1
0x1160	0xF002EC1F  	CALL        _strcat, 0
;alarme.c,199 :: 		strcat(str, msg2);
0x1164	0x0EFD      	MOVLW       alarm_str_L2
0x1166	0x6FC1      	MOVWF       FARG_strcat_to, 1
0x1168	0x0E00      	MOVLW       hi_addr(alarm_str_L2)
0x116A	0x6FC2      	MOVWF       FARG_strcat_to+1, 1
0x116C	0x0E85      	MOVLW       _msg2
0x116E	0x6FC3      	MOVWF       FARG_strcat_from, 1
0x1170	0x0E00      	MOVLW       hi_addr(_msg2)
0x1172	0x6FC4      	MOVWF       FARG_strcat_from+1, 1
0x1174	0xF002EC1F  	CALL        _strcat, 0
;alarme.c,201 :: 		if(strcmp(lastText, str))
0x1178	0x0E21      	MOVLW       _lastText
0x117A	0x6FC1      	MOVWF       FARG_strcmp_s1, 1
0x117C	0x0E00      	MOVLW       hi_addr(_lastText)
0x117E	0x6FC2      	MOVWF       FARG_strcmp_s1+1, 1
0x1180	0x0EFD      	MOVLW       alarm_str_L2
0x1182	0x6FC3      	MOVWF       FARG_strcmp_s2, 1
0x1184	0x0E00      	MOVLW       hi_addr(alarm_str_L2)
0x1186	0x6FC4      	MOVWF       FARG_strcmp_s2+1, 1
0x1188	0xDE71      	RCALL       _strcmp
0x118A	0x5000      	MOVF        R0, 0 
0x118C	0x1001      	IORWF       R1, 0 
0x118E	0xE01A      	BZ          L_alarm12
;alarme.c,203 :: 		Lcd_Cmd(_LCD_CLEAR);
0x1190	0x0E01      	MOVLW       1
0x1192	0x0101      	MOVLB       1
0x1194	0x6FD2      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1196	0xF000ECBB  	CALL        _Lcd_Cmd, 0
;alarme.c,204 :: 		strcpy(lastText, str);
0x119A	0x0E21      	MOVLW       _lastText
0x119C	0x0101      	MOVLB       1
0x119E	0x6FC1      	MOVWF       FARG_strcpy_to, 1
0x11A0	0x0E00      	MOVLW       hi_addr(_lastText)
0x11A2	0x6FC2      	MOVWF       FARG_strcpy_to+1, 1
0x11A4	0x0EFD      	MOVLW       alarm_str_L2
0x11A6	0x6FC3      	MOVWF       FARG_strcpy_from, 1
0x11A8	0x0E00      	MOVLW       hi_addr(alarm_str_L2)
0x11AA	0x6FC4      	MOVWF       FARG_strcpy_from+1, 1
0x11AC	0xF002EC4F  	CALL        _strcpy, 0
;alarme.c,206 :: 		Lcd_Out(1,1,str);
0x11B0	0x0E01      	MOVLW       1
0x11B2	0x6FC1      	MOVWF       FARG_Lcd_Out_row, 1
0x11B4	0x0E01      	MOVLW       1
0x11B6	0x6FC2      	MOVWF       FARG_Lcd_Out_column, 1
0x11B8	0x0EFD      	MOVLW       alarm_str_L2
0x11BA	0x6FC3      	MOVWF       FARG_Lcd_Out_text, 1
0x11BC	0x0E00      	MOVLW       hi_addr(alarm_str_L2)
0x11BE	0x6FC4      	MOVWF       FARG_Lcd_Out_text+1, 1
0x11C0	0xF001ECDD  	CALL        _Lcd_Out, 0
;alarme.c,207 :: 		}
L_alarm12:
;alarme.c,208 :: 		}
0x11C4	0xD0BD      	BRA         L_alarm13
L_alarm11:
;alarme.c,214 :: 		if(PORTA.RA5)
0x11C6	0xAA80      	BTFSS       PORTA, 5 
0x11C8	0xD00B      	BRA         L_alarm14
;alarme.c,215 :: 		strcpy(number, "1");
0x11CA	0x0E39      	MOVLW       alarm_number_L2_L2
0x11CC	0x0101      	MOVLB       1
0x11CE	0x6FC1      	MOVWF       FARG_strcpy_to, 1
0x11D0	0x0E01      	MOVLW       hi_addr(alarm_number_L2_L2)
0x11D2	0x6FC2      	MOVWF       FARG_strcpy_to+1, 1
0x11D4	0x0E1D      	MOVLW       ?lstr1_alarme
0x11D6	0x6FC3      	MOVWF       FARG_strcpy_from, 1
0x11D8	0x0E00      	MOVLW       hi_addr(?lstr1_alarme)
0x11DA	0x6FC4      	MOVWF       FARG_strcpy_from+1, 1
0x11DC	0xF002EC4F  	CALL        _strcpy, 0
L_alarm14:
;alarme.c,217 :: 		if(PORTC.RC5)
0x11E0	0xAA82      	BTFSS       PORTC, 5 
0x11E2	0xD00B      	BRA         L_alarm15
;alarme.c,218 :: 		strcpy(number, "2");
0x11E4	0x0101      	MOVLB       1
0x11E6	0x0E39      	MOVLW       alarm_number_L2_L2
0x11E8	0x6FC1      	MOVWF       FARG_strcpy_to, 1
0x11EA	0x0E01      	MOVLW       hi_addr(alarm_number_L2_L2)
0x11EC	0x6FC2      	MOVWF       FARG_strcpy_to+1, 1
0x11EE	0x0E1F      	MOVLW       ?lstr2_alarme
0x11F0	0x6FC3      	MOVWF       FARG_strcpy_from, 1
0x11F2	0x0E00      	MOVLW       hi_addr(?lstr2_alarme)
0x11F4	0x6FC4      	MOVWF       FARG_strcpy_from+1, 1
0x11F6	0xF002EC4F  	CALL        _strcpy, 0
L_alarm15:
;alarme.c,220 :: 		if(PORTC.RC6)
0x11FA	0xAC82      	BTFSS       PORTC, 6 
0x11FC	0xD00B      	BRA         L_alarm16
;alarme.c,221 :: 		strcpy(number, "3");
0x11FE	0x0101      	MOVLB       1
0x1200	0x0E39      	MOVLW       alarm_number_L2_L2
0x1202	0x6FC1      	MOVWF       FARG_strcpy_to, 1
0x1204	0x0E01      	MOVLW       hi_addr(alarm_number_L2_L2)
0x1206	0x6FC2      	MOVWF       FARG_strcpy_to+1, 1
0x1208	0x0E98      	MOVLW       ?lstr3_alarme
0x120A	0x6FC3      	MOVWF       FARG_strcpy_from, 1
0x120C	0x0E00      	MOVLW       hi_addr(?lstr3_alarme)
0x120E	0x6FC4      	MOVWF       FARG_strcpy_from+1, 1
0x1210	0xF002EC4F  	CALL        _strcpy, 0
L_alarm16:
;alarme.c,223 :: 		if(PORTC.RC7)
0x1214	0xAE82      	BTFSS       PORTC, 7 
0x1216	0xD00B      	BRA         L_alarm17
;alarme.c,224 :: 		strcpy(number, "4");
0x1218	0x0101      	MOVLB       1
0x121A	0x0E39      	MOVLW       alarm_number_L2_L2
0x121C	0x6FC1      	MOVWF       FARG_strcpy_to, 1
0x121E	0x0E01      	MOVLW       hi_addr(alarm_number_L2_L2)
0x1220	0x6FC2      	MOVWF       FARG_strcpy_to+1, 1
0x1222	0x0ECF      	MOVLW       ?lstr4_alarme
0x1224	0x6FC3      	MOVWF       FARG_strcpy_from, 1
0x1226	0x0E00      	MOVLW       hi_addr(?lstr4_alarme)
0x1228	0x6FC4      	MOVWF       FARG_strcpy_from+1, 1
0x122A	0xF002EC4F  	CALL        _strcpy, 0
L_alarm17:
;alarme.c,226 :: 		if(vSensor1 >= 4)
0x122E	0x0E00      	MOVLW       0
0x1230	0x6E04      	MOVWF       R4 
0x1232	0x0E00      	MOVLW       0
0x1234	0x6E05      	MOVWF       R5 
0x1236	0x0E00      	MOVLW       0
0x1238	0x6E06      	MOVWF       R6 
0x123A	0x0E81      	MOVLW       129
0x123C	0x6E07      	MOVWF       R7 
0x123E	0xF000C0E2  	MOVFF       _vSensor1, R0
0x1242	0xF001C0E3  	MOVFF       _vSensor1+1, R1
0x1246	0xF002C0E4  	MOVFF       _vSensor1+2, R2
0x124A	0xF003C0E5  	MOVFF       _vSensor1+3, R3
0x124E	0xDD88      	RCALL       _Compare_Double
0x1250	0x0E00      	MOVLW       0
0x1252	0xB0D8      	BTFSC       STATUS, 0 
0x1254	0x0E01      	MOVLW       1
0x1256	0x6E00      	MOVWF       R0 
0x1258	0x5200      	MOVF        R0, 1 
0x125A	0xE00B      	BZ          L_alarm18
;alarme.c,227 :: 		strcpy(number, "5");
0x125C	0x0101      	MOVLB       1
0x125E	0x0E39      	MOVLW       alarm_number_L2_L2
0x1260	0x6FC1      	MOVWF       FARG_strcpy_to, 1
0x1262	0x0E01      	MOVLW       hi_addr(alarm_number_L2_L2)
0x1264	0x6FC2      	MOVWF       FARG_strcpy_to+1, 1
0x1266	0x0ED1      	MOVLW       ?lstr5_alarme
0x1268	0x6FC3      	MOVWF       FARG_strcpy_from, 1
0x126A	0x0E00      	MOVLW       hi_addr(?lstr5_alarme)
0x126C	0x6FC4      	MOVWF       FARG_strcpy_from+1, 1
0x126E	0xF002EC4F  	CALL        _strcpy, 0
L_alarm18:
;alarme.c,229 :: 		if(vSensor2 > 3)
0x1272	0xF004C0E6  	MOVFF       _vSensor2, R4
0x1276	0xF005C0E7  	MOVFF       _vSensor2+1, R5
0x127A	0xF006C0E8  	MOVFF       _vSensor2+2, R6
0x127E	0xF007C0E9  	MOVFF       _vSensor2+3, R7
0x1282	0x0E00      	MOVLW       0
0x1284	0x6E00      	MOVWF       R0 
0x1286	0x0E00      	MOVLW       0
0x1288	0x6E01      	MOVWF       R1 
0x128A	0x0E40      	MOVLW       64
0x128C	0x6E02      	MOVWF       R2 
0x128E	0x0E80      	MOVLW       128
0x1290	0x6E03      	MOVWF       R3 
0x1292	0xDD66      	RCALL       _Compare_Double
0x1294	0x0E01      	MOVLW       1
0x1296	0xB0D8      	BTFSC       STATUS, 0 
0x1298	0x0E00      	MOVLW       0
0x129A	0x6E00      	MOVWF       R0 
0x129C	0x5200      	MOVF        R0, 1 
0x129E	0xE00B      	BZ          L_alarm19
;alarme.c,230 :: 		strcpy(number, "6");
0x12A0	0x0101      	MOVLB       1
0x12A2	0x0E39      	MOVLW       alarm_number_L2_L2
0x12A4	0x6FC1      	MOVWF       FARG_strcpy_to, 1
0x12A6	0x0E01      	MOVLW       hi_addr(alarm_number_L2_L2)
0x12A8	0x6FC2      	MOVWF       FARG_strcpy_to+1, 1
0x12AA	0x0ECD      	MOVLW       ?lstr6_alarme
0x12AC	0x6FC3      	MOVWF       FARG_strcpy_from, 1
0x12AE	0x0E00      	MOVLW       hi_addr(?lstr6_alarme)
0x12B0	0x6FC4      	MOVWF       FARG_strcpy_from+1, 1
0x12B2	0xF002EC4F  	CALL        _strcpy, 0
L_alarm19:
0x12B6	0x0101      	MOVLB       1
;alarme.c,233 :: 		strcat(str, msg3);
0x12B8	0x0E3D      	MOVLW       alarm_str_L2_L2
0x12BA	0x6FC1      	MOVWF       FARG_strcat_to, 1
0x12BC	0x0E01      	MOVLW       hi_addr(alarm_str_L2_L2)
0x12BE	0x6FC2      	MOVWF       FARG_strcat_to+1, 1
0x12C0	0x0E9A      	MOVLW       _msg3
0x12C2	0x6FC3      	MOVWF       FARG_strcat_from, 1
0x12C4	0x0E00      	MOVLW       hi_addr(_msg3)
0x12C6	0x6FC4      	MOVWF       FARG_strcat_from+1, 1
0x12C8	0xF002EC1F  	CALL        _strcat, 0
;alarme.c,234 :: 		strcat(str, number);
0x12CC	0x0E3D      	MOVLW       alarm_str_L2_L2
0x12CE	0x6FC1      	MOVWF       FARG_strcat_to, 1
0x12D0	0x0E01      	MOVLW       hi_addr(alarm_str_L2_L2)
0x12D2	0x6FC2      	MOVWF       FARG_strcat_to+1, 1
0x12D4	0x0E39      	MOVLW       alarm_number_L2_L2
0x12D6	0x6FC3      	MOVWF       FARG_strcat_from, 1
0x12D8	0x0E01      	MOVLW       hi_addr(alarm_number_L2_L2)
0x12DA	0x6FC4      	MOVWF       FARG_strcat_from+1, 1
0x12DC	0xF002EC1F  	CALL        _strcat, 0
;alarme.c,235 :: 		strcat(str, msg4);
0x12E0	0x0E3D      	MOVLW       alarm_str_L2_L2
0x12E2	0x6FC1      	MOVWF       FARG_strcat_to, 1
0x12E4	0x0E01      	MOVLW       hi_addr(alarm_str_L2_L2)
0x12E6	0x6FC2      	MOVWF       FARG_strcat_to+1, 1
0x12E8	0x0EC0      	MOVLW       _msg4
0x12EA	0x6FC3      	MOVWF       FARG_strcat_from, 1
0x12EC	0x0E00      	MOVLW       hi_addr(_msg4)
0x12EE	0x6FC4      	MOVWF       FARG_strcat_from+1, 1
0x12F0	0xF002EC1F  	CALL        _strcat, 0
;alarme.c,237 :: 		if(strcmp(lastText, str))
0x12F4	0x0E21      	MOVLW       _lastText
0x12F6	0x6FC1      	MOVWF       FARG_strcmp_s1, 1
0x12F8	0x0E00      	MOVLW       hi_addr(_lastText)
0x12FA	0x6FC2      	MOVWF       FARG_strcmp_s1+1, 1
0x12FC	0x0E3D      	MOVLW       alarm_str_L2_L2
0x12FE	0x6FC3      	MOVWF       FARG_strcmp_s2, 1
0x1300	0x0E01      	MOVLW       hi_addr(alarm_str_L2_L2)
0x1302	0x6FC4      	MOVWF       FARG_strcmp_s2+1, 1
0x1304	0xDDB3      	RCALL       _strcmp
0x1306	0x5000      	MOVF        R0, 0 
0x1308	0x1001      	IORWF       R1, 0 
0x130A	0xE01A      	BZ          L_alarm20
;alarme.c,239 :: 		Lcd_Cmd(_LCD_CLEAR);
0x130C	0x0E01      	MOVLW       1
0x130E	0x0101      	MOVLB       1
0x1310	0x6FD2      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1312	0xF000ECBB  	CALL        _Lcd_Cmd, 0
;alarme.c,240 :: 		strcpy(lastText, str);
0x1316	0x0E21      	MOVLW       _lastText
0x1318	0x0101      	MOVLB       1
0x131A	0x6FC1      	MOVWF       FARG_strcpy_to, 1
0x131C	0x0E00      	MOVLW       hi_addr(_lastText)
0x131E	0x6FC2      	MOVWF       FARG_strcpy_to+1, 1
0x1320	0x0E3D      	MOVLW       alarm_str_L2_L2
0x1322	0x6FC3      	MOVWF       FARG_strcpy_from, 1
0x1324	0x0E01      	MOVLW       hi_addr(alarm_str_L2_L2)
0x1326	0x6FC4      	MOVWF       FARG_strcpy_from+1, 1
0x1328	0xF002EC4F  	CALL        _strcpy, 0
;alarme.c,242 :: 		Lcd_Out(1,1,str);
0x132C	0x0E01      	MOVLW       1
0x132E	0x6FC1      	MOVWF       FARG_Lcd_Out_row, 1
0x1330	0x0E01      	MOVLW       1
0x1332	0x6FC2      	MOVWF       FARG_Lcd_Out_column, 1
