;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 02/05/2017 15:45:56
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_MathDouble.c,761 :: 		
0x0E6A	0x3801      	SWAPF       R1, 0, 0
;__Lib_MathDouble.c,762 :: 		
0x0E6C	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,763 :: 		
0x0E6E	0x2600      	ADDWF       R0, 1, 0
;__Lib_MathDouble.c,764 :: 		
0x0E70	0x3801      	SWAPF       R1, 0, 0
;__Lib_MathDouble.c,765 :: 		
0x0E72	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,766 :: 		
0x0E74	0x6E01      	MOVWF       R1, 0
;__Lib_MathDouble.c,767 :: 		
0x0E76	0x3802      	SWAPF       R2, 0, 0
;__Lib_MathDouble.c,768 :: 		
0x0E78	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,769 :: 		
0x0E7A	0x2601      	ADDWF       R1, 1, 0
;__Lib_MathDouble.c,770 :: 		
0x0E7C	0x3802      	SWAPF       R2, 0, 0
;__Lib_MathDouble.c,771 :: 		
0x0E7E	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,772 :: 		
0x0E80	0x6E02      	MOVWF       R2, 0
;__Lib_MathDouble.c,773 :: 		
0x0E82	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,774 :: 		
0x0E84	0xF007EF59  	GOTO        BLIGNED32
;__Lib_MathDouble.c,776 :: 		
BLOOP32:
;__Lib_MathDouble.c,777 :: 		
0x0E88	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,778 :: 		
0x0E8A	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,779 :: 		
0x0E8C	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,780 :: 		
0x0E8E	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,781 :: 		
0x0E90	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,782 :: 		
0x0E92	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,783 :: 		
0x0E94	0xF007EF59  	GOTO        BLIGNED32
;__Lib_MathDouble.c,784 :: 		
0x0E98	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,785 :: 		
0x0E9A	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,786 :: 		
0x0E9C	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,787 :: 		
0x0E9E	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,788 :: 		
0x0EA0	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,789 :: 		
0x0EA2	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,790 :: 		
0x0EA4	0xF007EF59  	GOTO        BLIGNED32
;__Lib_MathDouble.c,791 :: 		
0x0EA8	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,792 :: 		
0x0EAA	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,793 :: 		
0x0EAC	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,794 :: 		
0x0EAE	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,795 :: 		
0x0EB0	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,797 :: 		
BLIGNED32:
;__Lib_MathDouble.c,798 :: 		
0x0EB2	0x6A09      	CLRF        R9, 0
;__Lib_MathDouble.c,799 :: 		
0x0EB4	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,800 :: 		
0x0EB6	0xAE0E      	BTFSS       R14, 7, 0
;__Lib_MathDouble.c,801 :: 		
0x0EB8	0xF008EF4D  	GOTO        AOK32
;__Lib_MathDouble.c,802 :: 		
0x0EBC	0x1E08      	COMF        R8, 1, 0
;__Lib_MathDouble.c,803 :: 		
0x0EBE	0x1E00      	COMF        R0, 1, 0
;__Lib_MathDouble.c,804 :: 		
0x0EC0	0x1E01      	COMF        R1, 1, 0
;__Lib_MathDouble.c,805 :: 		
0x0EC2	0x1E02      	COMF        R2, 1, 0
;__Lib_MathDouble.c,806 :: 		
0x0EC4	0x2A08      	INCF        R8, 1, 0
;__Lib_MathDouble.c,807 :: 		
0x0EC6	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,808 :: 		
0x0EC8	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,809 :: 		
0x0ECA	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,810 :: 		
0x0ECC	0xF008EF4D  	GOTO        AOK32
;__Lib_MathDouble.c,812 :: 		
USEA32:
;__Lib_MathDouble.c,813 :: 		
0x0ED0	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,814 :: 		
0x0ED2	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,815 :: 		
0x0ED4	0xF007EF6E  	GOTO        BNE032
;__Lib_MathDouble.c,816 :: 		
0x0ED8	0xF008EF85  	GOTO        ADDEOK
;__Lib_MathDouble.c,818 :: 		
BNE032:
;__Lib_MathDouble.c,819 :: 		
0x0EDC	0x6A09      	CLRF        R9, 0
;__Lib_MathDouble.c,820 :: 		
0x0EDE	0xF00AC002  	MOVFF       R2, R10
;__Lib_MathDouble.c,821 :: 		
0x0EE2	0x8E02      	BSF         R2, 7, 0
;__Lib_MathDouble.c,822 :: 		
0x0EE4	0x8E06      	BSF         R6, 7, 0
;__Lib_MathDouble.c,824 :: 		
0x0EE6	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,825 :: 		
0x0EE8	0x5C03      	SUBWF       R3, 0, 0
;__Lib_MathDouble.c,826 :: 		
0x0EEA	0x6E07      	MOVWF       R7, 0
;__Lib_MathDouble.c,827 :: 		
0x0EEC	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,828 :: 		
0x0EEE	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,830 :: 		
0x0EF2	0x0E07      	MOVLW       7
;__Lib_MathDouble.c,831 :: 		
0x0EF4	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,832 :: 		
0x0EF6	0xF008EF0E  	GOTO        ANIB32
;__Lib_MathDouble.c,833 :: 		
0x0EFA	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,834 :: 		
0x0EFC	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,835 :: 		
0x0EFE	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,836 :: 		
0x0F00	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,837 :: 		
0x0F02	0x6E04      	MOVWF       R4, 0
;__Lib_MathDouble.c,838 :: 		
0x0F04	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,839 :: 		
0x0F06	0x6E05      	MOVWF       R5, 0
;__Lib_MathDouble.c,840 :: 		
0x0F08	0x6A06      	CLRF        R6, 0
;__Lib_MathDouble.c,841 :: 		
0x0F0A	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,842 :: 		
0x0F0C	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,844 :: 		
0x0F10	0x0E07      	MOVLW       7
;__Lib_MathDouble.c,845 :: 		
0x0F12	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,846 :: 		
0x0F14	0xF007EFE3  	GOTO        ANIB32A
;__Lib_MathDouble.c,847 :: 		
0x0F18	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,848 :: 		
0x0F1A	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,849 :: 		
0x0F1C	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,850 :: 		
0x0F1E	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,851 :: 		
0x0F20	0x6E04      	MOVWF       R4, 0
;__Lib_MathDouble.c,852 :: 		
0x0F22	0x6A05      	CLRF        R5, 0
;__Lib_MathDouble.c,853 :: 		
0x0F24	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,854 :: 		
0x0F26	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,856 :: 		
0x0F2A	0x0E07      	MOVLW       7
;__Lib_MathDouble.c,857 :: 		
0x0F2C	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,858 :: 		
0x0F2E	0xF007EFC1  	GOTO        ANIB32B
;__Lib_MathDouble.c,859 :: 		
0x0F32	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,860 :: 		
0x0F34	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,861 :: 		
0x0F36	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,862 :: 		
0x0F38	0x6A04      	CLRF        R4, 0
;__Lib_MathDouble.c,863 :: 		
0x0F3A	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,864 :: 		
0x0F3C	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,866 :: 		
0x0F40	0x0E07      	MOVLW       7
;__Lib_MathDouble.c,867 :: 		
0x0F42	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,868 :: 		
0x0F44	0xF007EFA8  	GOTO        ANIB32C
;__Lib_MathDouble.c,870 :: 		
0x0F48	0xF002C00A  	MOVFF       R10, R2
;__Lib_MathDouble.c,871 :: 		
0x0F4C	0xF008EF85  	GOTO        ADDEOK
;__Lib_MathDouble.c,873 :: 		
ANIB32C:
;__Lib_MathDouble.c,874 :: 		
0x0F50	0x0E03      	MOVLW       3
;__Lib_MathDouble.c,875 :: 		
0x0F52	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,876 :: 		
0x0F54	0xF007EFB3  	GOTO        ALOOP32C
;__Lib_MathDouble.c,877 :: 		
0x0F58	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,878 :: 		
0x0F5A	0x3809      	SWAPF       R9, 0, 0
;__Lib_MathDouble.c,879 :: 		
0x0F5C	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,880 :: 		
0x0F5E	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,881 :: 		
0x0F60	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,882 :: 		
0x0F62	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,884 :: 		
ALOOP32C:
;__Lib_MathDouble.c,885 :: 		
0x0F66	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,886 :: 		
0x0F68	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,887 :: 		
0x0F6A	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,888 :: 		
0x0F6C	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,889 :: 		
0x0F70	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,890 :: 		
0x0F72	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,891 :: 		
0x0F74	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,892 :: 		
0x0F76	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,893 :: 		
0x0F7A	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,894 :: 		
0x0F7C	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,895 :: 		
0x0F7E	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,897 :: 		
ANIB32B:
;__Lib_MathDouble.c,898 :: 		
0x0F82	0x0E03      	MOVLW       3
;__Lib_MathDouble.c,899 :: 		
0x0F84	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,900 :: 		
0x0F86	0xF007EFD2  	GOTO        ALOOP32B
;__Lib_MathDouble.c,901 :: 		
0x0F8A	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,902 :: 		
0x0F8C	0x3809      	SWAPF       R9, 0, 0
;__Lib_MathDouble.c,903 :: 		
0x0F8E	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,904 :: 		
0x0F90	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,905 :: 		
0x0F92	0x3804      	SWAPF       R4, 0, 0
;__Lib_MathDouble.c,906 :: 		
0x0F94	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,907 :: 		
0x0F96	0x2609      	ADDWF       R9, 1, 0
;__Lib_MathDouble.c,908 :: 		
0x0F98	0x3804      	SWAPF       R4, 0, 0
;__Lib_MathDouble.c,909 :: 		
0x0F9A	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,910 :: 		
0x0F9C	0x6E04      	MOVWF       R4, 0
;__Lib_MathDouble.c,911 :: 		
0x0F9E	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,912 :: 		
0x0FA0	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,914 :: 		
ALOOP32B:
;__Lib_MathDouble.c,915 :: 		
0x0FA4	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,916 :: 		
0x0FA6	0x3204      	RRCF        R4, 1, 0
;__Lib_MathDouble.c,917 :: 		
0x0FA8	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,918 :: 		
0x0FAA	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,919 :: 		
0x0FAC	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,920 :: 		
0x0FB0	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,921 :: 		
0x0FB2	0x3204      	RRCF        R4, 1, 0
;__Lib_MathDouble.c,922 :: 		
0x0FB4	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,923 :: 		
0x0FB6	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,924 :: 		
0x0FB8	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,925 :: 		
0x0FBC	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,926 :: 		
0x0FBE	0x3204      	RRCF        R4, 1, 0
;__Lib_MathDouble.c,927 :: 		
0x0FC0	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,928 :: 		
0x0FC2	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,930 :: 		
ANIB32A:
;__Lib_MathDouble.c,931 :: 		
0x0FC6	0x0E03      	MOVLW       3
;__Lib_MathDouble.c,932 :: 		
0x0FC8	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,933 :: 		
0x0FCA	0xF007EFFA  	GOTO        ALOOP32A
;__Lib_MathDouble.c,934 :: 		
0x0FCE	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,935 :: 		
0x0FD0	0x3809      	SWAPF       R9, 0, 0
;__Lib_MathDouble.c,936 :: 		
0x0FD2	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,937 :: 		
0x0FD4	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,938 :: 		
0x0FD6	0x3804      	SWAPF       R4, 0, 0
;__Lib_MathDouble.c,939 :: 		
0x0FD8	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,940 :: 		
0x0FDA	0x2609      	ADDWF       R9, 1, 0
;__Lib_MathDouble.c,941 :: 		
0x0FDC	0x3804      	SWAPF       R4, 0, 0
;__Lib_MathDouble.c,942 :: 		
0x0FDE	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,943 :: 		
0x0FE0	0x6E04      	MOVWF       R4, 0
;__Lib_MathDouble.c,944 :: 		
0x0FE2	0x3805      	SWAPF       R5, 0, 0
;__Lib_MathDouble.c,945 :: 		
0x0FE4	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,946 :: 		
0x0FE6	0x2604      	ADDWF       R4, 1, 0
;__Lib_MathDouble.c,947 :: 		
0x0FE8	0x3805      	SWAPF       R5, 0, 0
;__Lib_MathDouble.c,948 :: 		
0x0FEA	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,949 :: 		
0x0FEC	0x6E05      	MOVWF       R5, 0
;__Lib_MathDouble.c,950 :: 		
0x0FEE	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,951 :: 		
0x0FF0	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,953 :: 		
ALOOP32A:
;__Lib_MathDouble.c,954 :: 		
0x0FF4	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,955 :: 		
0x0FF6	0x3205      	RRCF        R5, 1, 0
;__Lib_MathDouble.c,956 :: 		
0x0FF8	0x3204      	RRCF        R4, 1, 0
;__Lib_MathDouble.c,957 :: 		
0x0FFA	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,958 :: 		
0x0FFC	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,959 :: 		
0x0FFE	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,960 :: 		
0x1002	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,961 :: 		
0x1004	0x3205      	RRCF        R5, 1, 0
;__Lib_MathDouble.c,962 :: 		
0x1006	0x3204      	RRCF        R4, 1, 0
;__Lib_MathDouble.c,963 :: 		
0x1008	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,964 :: 		
0x100A	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,965 :: 		
0x100C	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,966 :: 		
0x1010	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,967 :: 		
0x1012	0x3205      	RRCF        R5, 1, 0
;__Lib_MathDouble.c,968 :: 		
0x1014	0x3204      	RRCF        R4, 1, 0
;__Lib_MathDouble.c,969 :: 		
0x1016	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,970 :: 		
0x1018	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,972 :: 		
ANIB32:
;__Lib_MathDouble.c,973 :: 		
0x101C	0x0E03      	MOVLW       3
;__Lib_MathDouble.c,974 :: 		
0x101E	0x6407      	CPFSGT      R7, 0
;__Lib_MathDouble.c,975 :: 		
0x1020	0xF008EF2B  	GOTO        ALOOP32
;__Lib_MathDouble.c,976 :: 		
0x1024	0x5E07      	SUBWF       R7, 1, 0
;__Lib_MathDouble.c,977 :: 		
0x1026	0x3809      	SWAPF       R9, 0, 0
;__Lib_MathDouble.c,978 :: 		
0x1028	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,979 :: 		
0x102A	0x6E09      	MOVWF       R9, 0
;__Lib_MathDouble.c,980 :: 		
0x102C	0x3804      	SWAPF       R4, 0, 0
;__Lib_MathDouble.c,981 :: 		
0x102E	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,982 :: 		
0x1030	0x2609      	ADDWF       R9, 1, 0
;__Lib_MathDouble.c,983 :: 		
0x1032	0x3804      	SWAPF       R4, 0, 0
;__Lib_MathDouble.c,984 :: 		
0x1034	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,985 :: 		
0x1036	0x6E04      	MOVWF       R4, 0
;__Lib_MathDouble.c,986 :: 		
0x1038	0x3805      	SWAPF       R5, 0, 0
;__Lib_MathDouble.c,987 :: 		
0x103A	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,988 :: 		
0x103C	0x2604      	ADDWF       R4, 1, 0
;__Lib_MathDouble.c,989 :: 		
0x103E	0x3805      	SWAPF       R5, 0, 0
;__Lib_MathDouble.c,990 :: 		
0x1040	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,991 :: 		
0x1042	0x6E05      	MOVWF       R5, 0
;__Lib_MathDouble.c,992 :: 		
0x1044	0x3806      	SWAPF       R6, 0, 0
;__Lib_MathDouble.c,993 :: 		
0x1046	0x0BF0      	ANDLW       240
;__Lib_MathDouble.c,994 :: 		
0x1048	0x2605      	ADDWF       R5, 1, 0
;__Lib_MathDouble.c,995 :: 		
0x104A	0x3806      	SWAPF       R6, 0, 0
;__Lib_MathDouble.c,996 :: 		
0x104C	0x0B0F      	ANDLW       15
;__Lib_MathDouble.c,997 :: 		
0x104E	0x6E06      	MOVWF       R6, 0
;__Lib_MathDouble.c,998 :: 		
0x1050	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,999 :: 		
0x1052	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,1001 :: 		
ALOOP32:
;__Lib_MathDouble.c,1002 :: 		
0x1056	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,1003 :: 		
0x1058	0x3206      	RRCF        R6, 1, 0
;__Lib_MathDouble.c,1004 :: 		
0x105A	0x3205      	RRCF        R5, 1, 0
;__Lib_MathDouble.c,1005 :: 		
0x105C	0x3204      	RRCF        R4, 1, 0
;__Lib_MathDouble.c,1006 :: 		
0x105E	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,1007 :: 		
0x1060	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,1008 :: 		
0x1062	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,1009 :: 		
0x1066	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,1010 :: 		
0x1068	0x3206      	RRCF        R6, 1, 0
;__Lib_MathDouble.c,1011 :: 		
0x106A	0x3205      	RRCF        R5, 1, 0
;__Lib_MathDouble.c,1012 :: 		
0x106C	0x3204      	RRCF        R4, 1, 0
;__Lib_MathDouble.c,1013 :: 		
0x106E	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,1014 :: 		
0x1070	0x4E07      	DCFSNZ      R7, 1, 0
;__Lib_MathDouble.c,1015 :: 		
0x1072	0xF008EF40  	GOTO        ALIGNED32
;__Lib_MathDouble.c,1016 :: 		
0x1076	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,1017 :: 		
0x1078	0x3206      	RRCF        R6, 1, 0
;__Lib_MathDouble.c,1018 :: 		
0x107A	0x3205      	RRCF        R5, 1, 0
;__Lib_MathDouble.c,1019 :: 		
0x107C	0x3204      	RRCF        R4, 1, 0
;__Lib_MathDouble.c,1020 :: 		
0x107E	0x3209      	RRCF        R9, 1, 0
;__Lib_MathDouble.c,1022 :: 		
ALIGNED32:
;__Lib_MathDouble.c,1023 :: 		
0x1080	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,1024 :: 		
0x1082	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1025 :: 		
0x1084	0xAE0E      	BTFSS       R14, 7, 0
;__Lib_MathDouble.c,1026 :: 		
0x1086	0xF008EF4D  	GOTO        AOK32
;__Lib_MathDouble.c,1027 :: 		
0x108A	0x1E09      	COMF        R9, 1, 0
;__Lib_MathDouble.c,1028 :: 		
0x108C	0x1E04      	COMF        R4, 1, 0
;__Lib_MathDouble.c,1029 :: 		
0x108E	0x1E05      	COMF        R5, 1, 0
;__Lib_MathDouble.c,1030 :: 		
0x1090	0x1E06      	COMF        R6, 1, 0
;__Lib_MathDouble.c,1031 :: 		
0x1092	0x2A09      	INCF        R9, 1, 0
;__Lib_MathDouble.c,1032 :: 		
0x1094	0x2204      	ADDWFC      R4, 1, 0
;__Lib_MathDouble.c,1033 :: 		
0x1096	0x2205      	ADDWFC      R5, 1, 0
;__Lib_MathDouble.c,1034 :: 		
0x1098	0x2206      	ADDWFC      R6, 1, 0
;__Lib_MathDouble.c,1036 :: 		
AOK32:
;__Lib_MathDouble.c,1037 :: 		
0x109A	0x5009      	MOVF        R9, 0, 0
;__Lib_MathDouble.c,1038 :: 		
0x109C	0x2608      	ADDWF       R8, 1, 0
;__Lib_MathDouble.c,1039 :: 		
0x109E	0x5004      	MOVF        R4, 0, 0
;__Lib_MathDouble.c,1040 :: 		
0x10A0	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1041 :: 		
0x10A2	0x5005      	MOVF        R5, 0, 0
;__Lib_MathDouble.c,1042 :: 		
0x10A4	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1043 :: 		
0x10A6	0x5006      	MOVF        R6, 0, 0
;__Lib_MathDouble.c,1044 :: 		
0x10A8	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1046 :: 		
0x10AA	0xBE0E      	BTFSC       R14, 7, 0
;__Lib_MathDouble.c,1047 :: 		
0x10AC	0xF008EF64  	GOTO        ACOMP32
;__Lib_MathDouble.c,1048 :: 		
0x10B0	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1049 :: 		
0x10B2	0xF008EF73  	GOTO        ADDJPNRMRND4032
;__Lib_MathDouble.c,1051 :: 		
0x10B6	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,1052 :: 		
0x10B8	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,1053 :: 		
0x10BA	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,1054 :: 		
0x10BC	0x3208      	RRCF        R8, 1, 0
;__Lib_MathDouble.c,1055 :: 		
0x10BE	0x3E03      	INCFSZ      R3, 1, 0
;__Lib_MathDouble.c,1056 :: 		
0x10C0	0xF008EF73  	GOTO        ADDJPNRMRND4032
;__Lib_MathDouble.c,1057 :: 		
0x10C4	0xF008EF7F  	GOTO        ADDJPSETFOV32
;__Lib_MathDouble.c,1059 :: 		
ACOMP32:
;__Lib_MathDouble.c,1060 :: 		
0x10C8	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,1061 :: 		
0x10CA	0xF008EF79  	GOTO        ADDJPNRM4032
;__Lib_MathDouble.c,1062 :: 		
0x10CE	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1063 :: 		
0x10D0	0x1E08      	COMF        R8, 1, 0
;__Lib_MathDouble.c,1064 :: 		
0x10D2	0x1E00      	COMF        R0, 1, 0
;__Lib_MathDouble.c,1065 :: 		
0x10D4	0x1E01      	COMF        R1, 1, 0
;__Lib_MathDouble.c,1066 :: 		
0x10D6	0x1E02      	COMF        R2, 1, 0
;__Lib_MathDouble.c,1067 :: 		
0x10D8	0x2A08      	INCF        R8, 1, 0
;__Lib_MathDouble.c,1068 :: 		
0x10DA	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1069 :: 		
0x10DC	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1070 :: 		
0x10DE	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1071 :: 		
0x10E0	0x7E0A      	BTG         R10, 7, 0
;__Lib_MathDouble.c,1072 :: 		
0x10E2	0xF008EF79  	GOTO        ADDJPNRM4032
;__Lib_MathDouble.c,1074 :: 		
ADDJPNRMRND4032:
;__Lib_MathDouble.c,1075 :: 		
0x10E6	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,1076 :: 		
0x10E8	0x6E0C      	MOVWF       R12, 0
;__Lib_MathDouble.c,1078 :: 		
0x10EA	0xF002ECE0  	CALL        _NRM4032, 0
;__Lib_MathDouble.c,1080 :: 		
0x10EE	0xF008EF87  	GOTO        ADDEEE
;__Lib_MathDouble.c,1081 :: 		
ADDJPNRM4032:
;__Lib_MathDouble.c,1082 :: 		
0x10F2	0x0E02      	MOVLW       2
;__Lib_MathDouble.c,1083 :: 		
0x10F4	0x6E0C      	MOVWF       R12, 0
;__Lib_MathDouble.c,1085 :: 		
